0,401127970,game,2019-09-22T20:25Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,houston-texans,los-angeles-chargers,34,24,00133F,042453,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401127998,game,2019-09-22T20:25Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,pittsburgh-steelers,san-francisco-49ers,23,25,000000,981324,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401127993,game,2019-09-22T20:25Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,new-orleans-saints,seattle-seahawks,18,26,020202,224970,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128125,game,2019-09-23T00:20Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,NBC,los-angeles-rams,cleveland-browns,14,5,00295B,4C230E,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128003,game,2019-09-24T00:15Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,ESPN,chicago-bears,washington,3,28,152644,650415,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401127863,game,2019-09-27T00:20Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,FOX/NFL,philadelphia-eagles,green-bay-packers,21,9,06424D,204E32,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128016,game,2019-09-29T17:00Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,tennessee-titans,atlanta-falcons,10,1,2F95DD,000000,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401127866,game,2019-09-29T17:00Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,new-england-patriots,buffalo-bills,17,2,02244A,04407F,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128023,game,2019-09-29T17:00Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,FOX,kansas-city-chiefs,detroit-lions,12,8,BE1415,035C98,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128030,game,2019-09-29T17:00Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,oakland-raiders,indianapolis-colts,13,11,000000,00417E,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128055,game,2019-09-29T17:00Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,los-angeles-chargers,miami-dolphins,24,15,042453,006B79,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128059,game,2019-09-29T17:00Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,FOX,washington,new-york-giants,28,19,650415,052570,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128018,game,2019-09-29T17:00Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,cleveland-browns,baltimore-ravens,5,33,4C230E,2B025B,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128026,game,2019-09-29T17:00Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,FOX,carolina-panthers,houston-texans,29,34,2177B0,00133F,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128069,game,2019-09-29T20:05Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,FOX,tampa-bay-buccaneers,los-angeles-rams,27,14,A80D08,00295B,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128064,game,2019-09-29T20:05Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,FOX,seattle-seahawks,arizona-cardinals,26,22,224970,A40227,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128093,game,2019-09-29T20:25Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,minnesota-vikings,chicago-bears,16,3,240A67,152644,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
,gameId,type,timestamp,status,league,leagueId,sport,network,awayTeamName,homeTeamName,awayTeamId,homeTeamId,awayTeamColor,homeTeamColor,showGamebreak,supportsHeadshots,playByPlaySource
0,401128097,game,2019-09-29T20:25Z,post,espn.gamepackage.leagueId = 2,espn.gamepackage.leagueId = 2,football,CBS,jacksonville-jaguars,denver-broncos,30,7,00839C,002E4D,espn.gamepackage.showGamebreak = tru,espn.gamepackage.supportsHeadshots = tr,full
